0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0.44742343,0.87400204,0.44792068,0.8134078,1.5436721,0.8962422,0.43015313,0.8266827,0.45581347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08943099,0.16499045,0.033582848,0.11300338,0.26664707,0.032932315,0.039557483,0.17989935,0.026097976,0.71318907,1.3896146,0.6663604,1.5090163,2.4444728,1.3116536,0.6059805,1.2454991,0.6437001,0.23953682,0.48878807,0.22219077,0.3166254,0.7000599,0.41260156,0.09097621,0.27457237,0.20924196,0.0,0.035977498,0.0767187,0.052521344,0.07046689,0.15003325,0.15639073,0.34489945,0.09020855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11341855,0.09604472,0.0117868185,0.0,0.012732035,0.0060301246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072310984,0.0,0.16231327,0.27018127,0.13447088,0.19195852,0.387986,0.2759186,0.123857915,0.21380201,0.1366865,0.0,0.0,0.0,0.051099706,0.023572458,0.0,0.0,0.0,0.0
0.4608277,0.9216553,0.46082756,0.92165554,1.8861251,0.8709544,0.46082786,0.88878036,0.22546357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023839101,0.04767798,0.023839185,0.047677793,0.21235842,0.2531565,0.023838835,0.0,0.0,0.65837276,1.3167454,0.65837264,1.3167443,2.7289882,1.5019104,0.6583723,1.3705286,0.614126,0.21083184,0.4216636,0.21083206,0.42166346,0.9081195,0.57453734,0.21083237,0.8135146,0.5204935,0.09506361,0.19012707,0.0950637,0.19012736,0.2828055,0.095063575,0.09506374,0.13823675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24748756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08119775,0.03923388,0.13883565,0.27767074,0.13883519,0.2776711,0.5569977,0.33536708,0.13883568,0.108585484,0.0,0.0,0.0,0.0,0.0,0.0,0.041857705,0.0,0.0,0.32043377
0.4608278,0.89859486,0.38540733,0.92165554,1.8044678,0.8479918,0.46082774,0.9216556,0.46082783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02383884,0.055683516,0.14378403,0.04767783,0.09376612,0.13682985,0.023838937,0.04767794,0.023838934,0.65837204,1.3740371,0.6672435,1.3167446,2.5965428,1.2646829,0.6583724,1.3167452,0.65837264,0.21083178,0.2437938,0.016401485,0.42166358,0.64741004,0.33533755,0.21083185,0.4216637,0.21083182,0.095063694,0.20925969,0.12689595,0.19012745,0.4336335,0.36295187,0.09506371,0.19012734,0.095063694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073215,0.09022152,0.0,0.0,0.011763311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075638585,0.0,0.0,0.0,0.13883549,0.18927367,0.17930162,0.27767092,0.5620561,0.2830559,0.13883543,0.27767086,0.13883546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46082768,0.9216553,0.46082762,0.92165554,1.9089303,0.55165,0.46082774,1.0588017,0.27841398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023838958,0.04767756,0.023838788,0.047677793,0.09872301,0.023841918,0.023839064,0.02895819,0.0,0.6583715,1.316744,0.6583718,1.3167439,2.7508879,1.3972332,0.658372,1.3711121,0.4891517,0.21083233,0.4216643,0.21083227,0.4216637,1.0639044,1.0046707,0.21083234,0.6214174,0.2672356,0.095063955,0.19012754,0.09506385,0.19012806,0.2775085,0.09506394,0.09506416,0.083979875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08109835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23591137,0.25310832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008451,0.13827778,0.13883545,0.27767092,0.1388356,0.27767098,0.4844206,0.1388322,0.13883543,0.13438237,0.14653301,0.0,0.0,0.0,0.0,0.0,0.18832201,0.0,0.09470585,0.42044276
0.46082723,0.9216552,0.46082753,0.5650302,1.078062,0.9216552,0.3007998,0.66317356,0.46082765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023839617,0.047678486,0.023839045,0.21599576,0.27790007,0.047678,0.31137645,0.1086827,0.023838995,0.65837044,1.3167453,0.6583728,1.4772271,1.3013134,1.3167453,0.4575289,0.25091738,0.6583726,0.21083151,0.4216635,0.21083178,0.66102767,1.3896214,0.42166355,0.0,0.3431031,0.21083179,0.09506339,0.19012757,0.095063835,0.0,0.0,0.19012731,0.345211,0.28195423,0.095063664,0.0,0.0,0.0,0.0,0.035133474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08767971,0.0,0.0,0.18147321,0.1579728,0.0,0.0,0.0,0.0,0.074371584,0.12530096,0.0,0.09364529,0.30349898,0.0,0.13883534,0.27767098,0.13883549,0.18906635,0.060509384,0.27767092,0.2553773,0.45480007,0.13883545,0.0,0.0,0.0,0.3750594,0.047903165,0.0,0.17668214,0.0,0.0
0.2661096,0.49751544,0.4610535,0.8146409,1.6168172,0.9216554,0.4608277,0.92165554,0.46082774,0.0,0.0072101764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618139,0.24652697,0.023335572,0.23938335,0.2949753,0.047677822,0.023838919,0.047677852,0.023838915,0.4922736,0.59974635,0.65863466,1.1268569,2.3875349,1.316745,0.6583725,1.316745,0.65837246,0.0,0.26816243,0.21122976,0.21083176,0.69464815,0.42166358,0.21083172,0.42166358,0.21083179,0.4571589,0.7355839,0.09490556,0.3671135,0.6064384,0.19012731,0.09506363,0.19012728,0.09506365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261571,0.1843031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12927377,0.30532587,0.0,0.08937432,0.16335717,0.0,0.0,0.0,0.0,0.2067549,0.28488415,0.13908657,0.29208323,0.46404976,0.27767086,0.13883545,0.27767083,0.13883543,0.15494528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46082833,0.9216552,0.4608276,0.9216552,1.8727059,0.6202235,0.46082735,0.90166056,0.3246063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02383888,0.04767762,0.023839064,0.047678515,0.16052787,0.20666195,0.023839176,0.0,0.25836235,0.65837294,1.3167449,0.65837234,1.3167454,2.8033218,1.4763715,0.65837246,1.2506323,0.4841704,0.21083137,0.4216634,0.21083194,0.42166293,1.1219199,0.7482189,0.21083173,0.3830093,0.0,0.09506354,0.19012639,0.09506316,0.19012746,0.20708108,0.0,0.09506354,0.2573126,0.17756867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18812236,0.06479003,0.0,0.13531914,0.14555389,0.0,0.0,0.0,0.0,0.06880197,0.06783906,0.0,0.12800844,0.059871256,0.13883552,0.2776705,0.13883545,0.27767113,0.4147646,0.19329531,0.1388355,0.16385743,0.22949664,0.0,0.0,0.0,0.0,0.020803517,0.3395667,0.0,0.0,0.2464009
0.35899583,0.88282835,0.46082774,0.8490449,1.7618513,0.92165554,0.40510285,0.9116099,0.46082774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09813053,0.023838935,0.023838934,0.15973634,0.0728867,0.04767784,0.113860995,0.06330804,0.023838934,0.6031344,1.2166841,0.6583725,0.9311297,2.3949633,1.316745,0.57837003,1.2684592,0.6583725,0.27408585,0.48983237,0.21083175,0.3904696,0.82849234,0.42166346,0.17182148,0.40665644,0.21083173,0.0,0.111062646,0.09506369,0.14473152,0.2746486,0.19012734,0.16641557,0.17707321,0.095063664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06964018,0.031521548,0.0,0.0,0.0027120495,0.0,0.0,0.0,0.0,0.0010548485,0.0051832823,0.0,0.041507903,0.0,0.0,0.0913534,0.20745116,0.13883546,0.26025426,0.5044877,0.27767086,0.13258615,0.267147,0.13883542,0.0,0.0,0.0,0.029945798,0.0,0.0,0.0,0.0,0.0
0.4608277,0.92165554,0.46082774,0.92074454,1.7999558,0.890175,0.45792478,0.907941,0.45729008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023838798,0.04767783,0.023838945,0.04324346,0.17217323,0.103164375,0.02333026,0.08392763,0.032167364,0.6583727,1.3167453,0.6583725,1.3175621,2.7576022,1.3455544,0.65618545,1.3770163,0.6673894,0.2108318,0.42166364,0.21083188,0.42368853,0.840662,0.43354356,0.21372217,0.3199378,0.19275714,0.09506371,0.19012731,0.095063694,0.19242914,0.18783899,0.06778065,0.09983752,0.16042326,0.074136615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01820421,0.0,0.0,0.03304215,0.020718187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13883552,0.27767092,0.13883545,0.2776975,0.5377617,0.24608216,0.14085506,0.2355972,0.12756534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46082738,0.92165554,0.46082783,0.83140683,0.9222962,0.7616165,0.43563887,0.40968293,0.29884827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056634,0.0,0.0,0.0,0.0,0.00304541,0.05037673,0.0,0.0,0.0,0.023838121,0.047677178,0.023838336,0.023892872,0.28214505,0.023777593,0.0,0.1368778,0.0,0.6583728,1.3167467,0.65837336,1.3861825,2.011918,0.8608476,0.4738911,0.19972533,0.061932743,0.21083152,0.4216625,0.2108316,0.85340106,1.7501612,0.7281083,0.44790167,0.15923387,0.21105348,0.095063396,0.19012727,0.09506352,0.09506866,0.19059671,0.09525494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099424616,0.0,0.016371965,0.17639382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22259843,0.08520544,0.0,0.0,0.0,0.0,0.048641935,0.0,0.036253028,0.2195751,0.25005817,0.22406307,0.1388351,0.27767068,0.1388354,0.13877329,0.27792645,0.13899943,0.0,0.66998684,0.002392374,0.0,0.0,0.0,0.0,0.23094422,0.0,0.1107897,0.73500407,0.027472511
